OG_name	Fhon	LAan	LAce	LAdo	LAfl	LAko	LAla	LAni	LAnu	LMbe	LMbo	Laci	Lamy	Lapi	Lapn	Lbre	Lcri	Ldel	Lflo	Lfru	Lgas	Lhls	Lhlv	Ljoh	Lkef	Lkim	Lkul	Llin	Lmlf	Lmls	Lmlv	Loze	Lsan	Ppen	YH15	wB10	wkB8	
OG1.5_1028	1	1	1	1	1	1	1	1	1	1	1	4	6	1	1	3	1	1	1	2	1	1	12	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1029	1	1	1	1	1	1	1	1	1	1	1	4	3	1	1	2	2	1	1	2	2	1	12	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1030	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	4	1	1	2	4	1	3	1	1	1	2	2	2	1	1	2	1	2	1	1	3	3	
OG1.5_1031	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	2	2	1	1	2	2	1	10	2	1	1	1	1	1	1	1	1	1	2	1	1	1	
OG1.5_1032	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	6	1	1	1	1	1	0	0	1	2	1	1	2	1	1	
OG1.5_1033	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	48	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
OG1.5_1034	2	2	2	2	2	2	2	2	2	2	2	4	3	0	2	3	1	0	0	0	2	0	10	2	1	0	0	0	1	1	0	2	0	1	2	0	0	
OG1.5_1035	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	5	1	1	1	2	2	1	7	2	2	1	1	1	1	1	1	1	0	1	1	1	1	
OG1.5_1036	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	2	4	1	2	6	2	2	1	1	2	1	1	2	1	1	2	1	1	1	
OG1.5_1037	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	2	1	1	1	2	1	1	10	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG1.5_1038	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	2	2	1	1	2	3	1	8	3	2	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1039	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	3	1	1	2	4	1	1	7	1	1	1	1	1	1	1	1	1	2	0	1	1	1	
OG1.5_1040	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	4	1	1	1	2	1	2	4	1	1	2	2	1	2	2	2	1	1	1	1	2	2	
OG1.5_1041	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	3	1	1	2	2	3	1	6	3	1	1	1	1	1	1	1	0	1	1	1	1	1	
OG1.5_1042	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	0	1	2	1	2	7	1	1	2	2	1	1	1	2	1	1	1	1	2	2	
OG1.5_1043	1	1	1	1	1	1	1	1	1	1	1	4	1	1	0	2	2	1	2	4	1	1	8	1	1	1	1	2	1	1	1	1	2	0	1	1	1	
OG1.5_1044	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	2	2	1	1	2	1	1	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1045	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	2	1	7	3	2	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1046	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	5	2	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1047	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	5	1	1	2	2	1	1	1	2	2	1	1	1	2	2	
OG1.5_1048	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	2	4	1	1	1	2	1	2	2	1	1	1	1	1	2	2	
OG1.5_1049	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	3	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1050	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	6	1	1	0	0	1	2	8	1	0	2	2	0	0	0	2	1	0	1	1	2	2	
OG1.5_1051	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	0	2	1	2	8	1	1	2	2	1	1	1	1	1	1	1	1	0	2	
OG1.5_1052	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	9	2	0	4	4	0	1	0	0	0	1	1	3	2	2	0	3	2	1	1	1	1	
OG1.5_1053	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	2	1	2	1	1	5	1	2	1	1	1	1	1	1	1	2	2	1	1	1	
OG1.5_1054	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	2	1	1	1	1	1	1	7	1	2	1	1	1	1	1	1	1	1	1	1	2	1	
OG1.5_1055	1	1	1	1	1	1	1	1	1	1	1	2	3	0	1	7	0	2	1	4	2	0	7	3	1	0	0	1	0	0	0	1	1	2	1	0	0	
OG1.5_1056	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	2	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1057	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	1	0	1	2	1	0	4	1	1	0	0	2	1	1	0	1	1	1	2	0	0	
OG1.5_1058	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	2	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1059	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	2	1	2	0	2	3	0	0	2	2	1	3	3	2	0	0	0	1	2	2	
OG1.5_1060	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1061	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1062	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	4	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1063	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	4	0	2	1	2	1	0	3	1	2	0	0	1	0	0	0	1	1	1	2	0	0	
OG1.5_1064	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1065	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	2	1	0	1	1	6	1	1	1	2	1	2	2	1	1	1	1	1	1	1	
OG1.5_1066	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1067	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1068	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	2	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1069	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
OG1.5_1070	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1071	1	1	1	1	1	1	1	1	1	1	1	4	1	0	1	3	0	1	1	4	1	0	13	1	1	0	0	1	1	1	0	1	1	1	1	0	0	
OG1.5_1072	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1073	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1074	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	2	1	1	6	1	1	1	1	1	2	2	1	1	1	1	1	1	1	
OG1.5_1075	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	5	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1076	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	4	2	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG1.5_1077	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	0	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1078	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1079	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1080	1	1	1	1	1	1	1	1	1	1	1	2	5	2	0	2	2	0	1	2	1	2	0	1	0	2	1	1	2	2	2	1	1	1	1	2	2	
OG1.5_1081	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1082	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1083	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1084	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1085	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1086	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	2	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1087	2	2	2	3	2	3	2	2	3	3	3	0	3	0	1	2	0	1	1	2	1	0	3	1	1	0	0	0	1	1	0	1	1	0	2	0	0	
OG1.5_1088	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1089	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1090	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1091	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1092	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
OG1.5_1093	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1094	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1095	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1096	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1097	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1098	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1099	1	1	1	1	1	1	1	1	1	1	1	4	3	1	0	0	2	1	1	2	1	1	7	0	2	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1100	1	1	1	1	1	1	1	1	1	1	1	2	3	0	1	7	2	0	1	2	1	0	7	1	1	0	0	1	1	1	0	2	1	2	1	0	0	
OG1.5_1101	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1102	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1103	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1104	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1105	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	5	0	1	0	0	1	2	6	1	1	2	1	0	1	1	1	0	0	2	1	1	2	
OG1.5_1106	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1107	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1108	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1109	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1110	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1111	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1112	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1113	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1114	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1115	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1116	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	1	9	0	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
OG1.5_1117	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	
OG1.5_1118	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	0	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1119	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1120	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1121	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	4	1	1	1	2	1	1	7	1	1	1	1	1	0	0	1	1	1	2	1	1	1	
OG1.5_1122	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1123	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1124	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	8	1	1	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1125	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1126	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1127	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1128	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	6	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1129	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	4	1	1	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	
OG1.5_1130	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	5	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	
OG1.5_1131	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	7	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1132	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1133	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1134	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	0	1	1	1	
OG1.5_1135	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1136	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1137	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1138	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1139	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1140	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	2	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1141	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1142	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1143	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1144	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	5	1	1	2	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1145	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1146	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1147	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1148	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1149	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1150	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1151	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1152	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1153	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	2	1	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1154	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	0	1	1	1	2	1	2	4	1	0	2	2	1	1	1	2	1	1	1	1	2	2	
OG1.5_1155	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1156	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	0	0	1	1	1	1	1	1	1	
OG1.5_1157	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1158	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1159	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	5	1	1	1	1	2	1	1	1	1	2	1	1	1	1	
OG1.5_1160	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
OG1.5_1161	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
